Title;Rating Number;Rating Word;Review;Author Information
Rayman 2: The Great Escape Review;9.4;Superb; Rayman 2 is one of the best platforming experiences available today.;
F/A-18E Super Hornet Review;6.4;Fair; Super Hornet contains none of the extras that make a flight simulation a complete package, even though there's a good flight simulator at its core.;
Beat Planet Music (Import) Review;3.9;Bad; The main problem with BPM is competition. The gameplay is so mediocre that you would be well-advised to pick any other music game over it.;
Star Wars: Force Commander Review;6;Fair; Because of its dated graphics, ineffective controls, and flawed gameplay, Force Commander falls short of its ambitious intent.;
Die Hard Trilogy 2: Viva Las Vegas Review;3.8;Bad; One profoundly awful game, one regular-awful game, and one just slightly awful game for the price of one decent product shouldn't appeal to anyone.;
Superbike 2000 Review;8.7;Great; Superbike 2000 is one of the most realistic and accurate motorcycle racing games out there.;
Thief II: The Metal Age Review;8.6;Great; The mission design is more consistent than the original's, and some of the missions are among the best in any action game to date.;
BattleTanx: Global Assault Review;5.5;Mediocre; Instead of playing to the PlayStation's abilities, this port tries to match the N64 version as much as it can, without improving the areas where it could exceed it.;
Super Magnetic Neo Review;6.4;Fair; Despite its few frustrating control issues, Neo is a surprisingly polished product.;
Syphon Filter 2 Review;6.6;Fair; If you were a big fan of Syphon Filter, you may get a kick out of the sequel, but the lackluster mission design and super-convoluted story really cancel out the ...;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Triple Play 2001 Review;8.2;Great; Though hard-core fans may scoff at the addition of rewards and cheats, the option to play without them makes Triple Play 2001 an update that both simulation fans and arcade ...;
Might and Magic VIII: Day of the Destroyer Review;6;Fair; Might and Magic VIII's old graphics engine, repetitive gameplay, bugs, and relative ease will be too much to overlook.;
NHL Rock the Rink Review;8.8;Great; Hockey fans may find that the game strays a bit too far from their favorite sport, but the game is amazingly exciting and makes a worthwhile purchase for anyone looking ...;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Stepping Selection (Import) Review;7;Good; Musically, Stepping Selection eschews Konami's techno-laced offering in favor of two CDs full of pop music.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Superbike 2000 Review;3.4;Bad; With horrible gameplay and subpar graphics and sound, Superbike 2000, like last year's offering, is a game only fanatical superbike-racing junkies could like - and only extremely forgiving superbike-racing junkies ...;
Tonka Raceway Review;4.9;Poor; If R/C Pro-Am didn't exist, this game would probably be taken a bit more seriously.;
Evel Knievel Review;6.9;Fair; Evel Knievel is all about precision - knowing when to tap what, how hard, and for how long is integral to making an enjoyable experience out of this game.;
Colin McRae Rally Review;6.6;Fair; Though it's among the world's best-selling and most widely played rally sims, you'll probably come away feeling that it really wasn't worth the wait after all.;
Gauntlet Legends Review;3.9;Bad; Unfortunately, this game is another piece of evidence that indicates that some classics should be left well enough alone.;
Street Sk8er 2 Review;7;Good; Street Sk8er 2 is a huge improvement over the original, and skaters looking for something to do while waiting for Tony Hawk 2 to ship would do well to check ...;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Dead or Alive 2 Review;9.1;Superb; Dead or Alive 2 is the hardest-hitting game in town.;
Sammy Sosa High Heat Baseball 2001 Review;8.7;Great; Though the latest version of High Heat suffers from a number of minor flaws once again, it's still the early favorite to capture best-of-breed honors in PC baseball sims this ...;
Kessen Review;7.4;Good; Japanese history buffs will definitely love this game, and even novice players will appreciate the game, with its stunning visuals and sounds.;
Command & Conquer: Tiberian Sun: Firestorm Review;7.6;Good; While Firestorm offers only a few changes and additions to the original game's graphics and sound, it succeeds in reinvigorating Tiberian Sun's gameplay.;
Dance Dance Revolution 2nd Mix Dreamcast Edition (Import) Review;8.1;Great; If you invest in one or two dancemats along with the game, Dance Dance Revolution is an amazingly fun game that you can play alone or in large groups, provided ...;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Magical Tetris Challenge Review;9.4;Superb; Magical Tetris Challenge is a winner of a game.;
Dirt Track Racing Review;6.6;Fair; Even with all of Dirt Track Racing's finer points, it's hard to overlook its repetitive tracks and racing events.;
Clue Chronicles: Fatal Illusion Review;4.4;Poor; Don't expect any of the board game's promising elements to get much play in Clue Chronicles: Fatal Illusion.;
Army Men: Sarge's Heroes Review;3.9;Bad; Within minutes of playing Army Men: Sarge's Heroes, you will be surprised at what Sony will approve for final release these days.;
Turok: Rage Wars Review;6.7;Fair; If you're looking for a high-quality action game, you can't go wrong with this one.;
Ridge Racer V Review;7.6;Good; Ridge Racer V all but ignores most of the gameplay refinements that the series has seen over the years, returning to the general driving style of games like Ridge Racer ...;Jeff Gerstmann has been professionally covering the video game industry since 1994.
ECW Hardcore Revolution Review;5.6;Mediocre; ECW and its fans deserve better than this cookie-cutter approach to game design.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Eternal Ring Review;6.3;Fair; Avid fans of King's Field and Shadow Tower will likely love Eternal Ring, but others may want to try the game out first.;
Vigilante 8 Review;7.1;Good; There is definitely some fun to be had here.;
ECW Hardcore Revolution Review;4.5;Poor; Take last year's WWF Attitude, strip out the WWF license, insert the ECW characters, and voila - a new game to release in 2000.;
Sammy Sosa's Softball Slam  Review;3.3;Bad; The sheer lack of quality throughout the game keeps Sammy Sosa's Softball Slam from being anything interesting.;
Tiger Woods PGA Tour 2000 Review;7.1;Good; Tiger Woods 2000's extensive course library and good multiplayer support make it worth a look - provided you've got a fairly high-powered computer.;
Hot Shots Golf 2 Review;8;Great; Hot Shots Golf 2 has some big shoes to fill. But not only does it fill those shoes, it also stretches them a little - as Hot Shots Golf 2 ...;
Virtua Cop 2 (Import) Review;5.3;Mediocre; What we have on display is a criminal waste of resources.;
NASCAR Challenge Review;5;Mediocre; NASCAR Challenge is a dull racing game that doesn't have much going for it.;
DrumMania (Import) Review;7.7;Good; DrumMania is just as much fun as the other games in the series, but it definitely has a steeper learning curve than any other game in the Bemani line.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Monopoly Casino Review;7.5;Good; Monopoly Casino takes an upbeat approach to traditional casino games.;
NHL Blades of Steel 2000 Review;3.2;Bad; Blades of Steel 2000 for the PlayStation fails to deliver a hockey experience that could be considered better than any one of its competitors.;
Demise: Rise of the Ku'Tan Review;3.7;Bad; Demise's generally crude graphics and poor sound effects do little to mask the flaws in its otherwise simplistic gameplay.;
Boarder Zone Review;6.3;Fair; Boarder Zone has many good qualities, but you'll find yourself going through all the game has to offer too quickly.;
Street Fighter EX3 Review;7.4;Good; EX3 may feel a bit rushed in some spots, but overall it's a fun and great-looking fighting game that won't disappoint longtime EX fans.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Tony Hawk's Pro Skater Review;9.1;Superb; The Nintendo 64 port, handled by Edge of Reality, mimics the PlayStation version just about as well as it possibly can, and the resulting game is just as amazing as ...;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Ghosts N' Goblins Review;6.7;Fair; Overall, it's a great version of a real classic.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Wings of Fury Review;6.8;Fair; While the game is, in its little digital soul, a side-scrolling shooter, it really, really wants to be a simulation.;
Total Annihilation: Kingdoms - The Iron Plague Review;7.4;Good; It definitely improves the original game and also reflects Cavedog's commitment to fix what needs fixing.;
Undercover AD2025 Kei (Import) Review;1.8;Abysmal; Stay far, far away from this game.;
WWF SmackDown! Review;8.7;Great; The little things that debut in SmackDown, such as a never-ending season mode and inklings of a plot, really make the game feel fresh and new.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Hydro Thunder Review;5.6;Mediocre; Most of the details present in the Dreamcast version were sacrificed, replaced with only a few minor interface improvements.;
Hydro Thunder Review;6.2;Fair; Hydro Thunder's greatest asset was its incredible graphics, which just don't translate well onto the PlayStation.;
Invictus: In the Shadow of Olympus Review;4.7;Poor; Its gameplay is wholly uninspired and singularly uninventive, especially considering the cloth from which this game was cut.;
Die Hard Trilogy 2 Review;6.3;Fair; It may be a better rental than a purchase, but those not expecting a lot out of the game may find themselves pleasantly surprised.;
South Park Rally Review;2.6;Terrible; South Park Rally is a poor racing game that tries to capture the look and feel of the show with a few cute quips and phrases that become annoying after ...;
F1 World Grand Prix Review;4.4;Poor; F1 World Grand Prix's inconsistent frame rate prevents the game from being playable.;
Deception III: Dark Delusion Review;6;Fair; Only marginal improvements have been made to this latest Deception, making it feel more like a new iteration of a sports game than a full-fledged sequel.;
Mobil 1 Rally Championship Review;8.9;Great; Mobil 1 Rally Championship puts you as close to the action as you could ever hope to get.;
Umihara Kawase: Shun - Second Edition (Import) Review;7.7;Good; Umihara Kawase: Shun is a strange, unique, aquatic platformer with chiefly 2D graphics - it's hardly marketable anywhere in the world.;
Strider 2 Review;8;Great; While Strider 2 is worthy of the legacy established back in '89, it offers little more than a tease of where future Strider's could go.;
Pokemon Stadium Review;5.7;Mediocre; If you're after a little more storyline and a little less generic RPG battling, Stadium comes off as a bit of a disappointment.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Duke Nukem Review;6;Fair; With titles like Toy Story 2 and Gex 3 out for the Game Boy, Duke Nukem simply falls short.;
Babe and Friends Review;7;Good; While this title isn't going to win any awards, it's a satisfying way to spend some free time.;
Neo 21 Review;5.3;Mediocre; It doesn't try to dazzle with effects;
Toy Story 2 Review;6.9;Fair; If the designers had done their homework and played the original Super Mario Bros. game they would have realized that it's never a good idea to make the jump button ...;
Fear Effect Review;8.5;Great; There are so many twists and turns in the plot that you want to continually play just a little further and the storyline's mature tone is refreshing, enough so that ...;
Rising Sun Review;8.5;Great; TalonSoft's Rising Sun shows that the company has continued to refine its wargames even more, and the result is very impressive.;
Blaze & Blade - Eternal Quest Review;3.9;Bad; Blaze & Blade is a pointless PC conversion of a substandard console role-playing game.;
Nox Review;8.1;Great; While few elements in Nox are entirely novel, the game provides both challenging and entertaining single-player campaigns and fast-paced multiplayer battlegrounds.;
Gex 3: Deep Pocket Gecko Review;8.1;Great; Fans of the genre or those who want to pick up a decent game that will keep them coming back for more won't be disappointed.;
Carrier Review;6.3;Fair; Carrier isn't an awful game, and it really does manage to grow on you after a while, but it definitely has problems.;
Railroad Tycoon II Review;7.4;Good; Railroad Tycoon II successfully re-creates the burdened feeling the owners of actual railroads must have felt.;
Mickey's Racing Adventure Review;9;Superb; With more than 20 tracks and six characters to choose from, this title shows how Game Boy racers should be done.;
Colin McRae Rally Review;5.6;Mediocre; Regardless of whether Colin McRae Rally is dated or not, it plays well enough - but its cookie-cutter formula won't sustain casual gamers' long-term interest.;
Tarzan Review;6.9;Fair; Even if movie-license games turn you off, this game is an exception and worth taking a look at.;
FIFA 2000 Review;5.4;Mediocre; The game could have been a modest success, as it has scores of teams to choose from, a bevy of options, and even an indoor soccer game that plays ten ...;
Catz Review;3.3;Bad; Don't be fooled into thinking that Catz (or its sister title, Dogz) is actually a game.;
NHL 2000 Review;4.4;Poor; Even hard-core hockey fans should avoid this title;
1602 A.D. Review;7.2;Good; 1602 A.D. captures the feel of the historical period very well and carries you along without the extreme highs and lows that characterize more fast-paced and violent games.;
Madden 2000 Review;7.9;Good; The control is dead-on, the graphics are clean, and there are enough options to keep you tossing the pigskin around for a long time.;
Ridge Racer 64 Review;8.4;Great; Ridge Racer 64 has to be one of the best racing games ever to hit Nintendo's system.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Valkyrie Profile (Import) Review;7;Good;" Valkyrie Profile is a complex, ambitious, and gorgeous title that offers much to like: beautiful aesthetics, an entertaining battle system, engaging characters, and a creatively balanced ""dual"" scenario.";
Dogz Review;3.3;Bad; There's really nothing to do other than to turn your Game Boy on, watch your dog run around the screen, and wonder why you're wasting your time with this title.;
Brunswick Circuit Pro Bowling 2 Review;7.1;Good; Brunswick Circuit Pro Bowling 2 is accurate enough to keep die-hard rollers happy, yet simple enough to be a game even a casual bowling fan would enjoy.;
ECW Hardcore Revolution Review;4.2;Poor; ECW and its fans deserve better than this.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
ECW Hardcore Revolution Review;4.2;Poor;" None of the ""extreme"" elements that made ECW as popular as it is are present.";Jeff Gerstmann has been professionally covering the video game industry since 1994.
Marvel vs. Capcom Review;5.8;Mediocre; The PlayStation version may have the same moves as the original game, but the shell surrounding those moves is completely different.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Vagrant Story Review;9.6;Superb; While a fairly short game, the depth and density of the story and gameplay contained in Vagrant Story give it an intensity missing from most longer games.;
Who Wants To Be A Millionaire Review;6.2;Fair; Perhaps like Regis Philbin himself, the game appreciates its own mediocrity, but it executes its blandness extremely well.;
Gals Fighters Review;6;Fair; It's a little hard to recommend it to anyone but the most die-hard fan of SNK's female lineup.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
NHL 2K Review;8.6;Great; If you own a Dreamcast, and you're reading this to find out if NHL 2K is worth your hard-earned dollars, the answer is yes.;
The Sims Review;9.1;Superb; If you relished the feeling of complete control of building a city in SimCity, then you will doubtless enjoy the experience of building a life in The Sims.;
Legend of Dragoon Review;6.4;Fair; While it's a good first try, Sony's inexperience with the genre shows through, resulting in a highly generic RPG with some out-of-this-world FMV.;
Sonic The Hedgehog: Pocket Adventure Review;8.3;Great; It's a worthwhile ride, and one that any serious Sonic fan should definitely take.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
SNK vs. Capcom: Card Fighter's Clash Review;8.8;Great; Card Fighter's Clash is a fun, if simple, collectible-card game that combines some of the best elements of Pokemon and Magic: The Gathering, except that you build decks composed of ...;
Vampire Hunter D Review;5.5;Mediocre; Like most other Resident Evil clones, the game just doesn't capture the magic of the Resident Evil series.;
Resident Evil: Code Veronica Review;9.5;Superb; To call it a must-own game is a definite understatement.;
Dragon Warrior Monsters Review;8.7;Great;" If you've already ""caught 'em all,"" and you're looking for a game to tide you over until Pokemon Gold and Silver are released near the end of the year, Dragon ...";Jeff Gerstmann has been professionally covering the video game industry since 1994.
NASCAR Rumble Review;6.9;Fair; NASCAR Rumble is an over-the-top racing game more akin to San Francisco Rush and Beetle Adventure Racing than to NASCAR 2000.;
Custom Robo (Import) Review;8.1;Great; The game is fairly limited in scope, but it achieves what it sets out to accomplish.;
Tokyo Bus Guide (Import) Review;6.9;Fair; This is sim country, baby, and it ain't for everyone.;
Wetrix+ Review;6;Fair; If it weren't for that silly earthquake thing, Wetrix+ could have been a great puzzle game.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
X: Beyond the Frontier Review;8.1;Great; If you miss the days of Elite and Privateer, then chances are you'll love X: Beyond the Frontier.;
Bionic Commando Review;9;Superb; You may occasionally find yourself longing for the levels and graphical style of the original game, but the new model doesn't disappoint in any way.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Bust-A-Move 4 Review;6.8;Fair; It's an ideal diversion for the puzzle-game fan looking for a little or a lot more action than most other puzzle games provide.;
Wild Metal Review;3.7;Bad; If it weren't for the terrible control scheme, horribly accurate AI, and confusing terrain, this game would still be overly simple.;
Pokemon Gold/Silver Review;8.8;Great; You really can't go wrong with 251 monsters, two main adventures, countless side quests, and a baseline of 60 hours of gameplay.;
Rainbow Cotton (Import) Review;4.8;Poor; While the game may sport a spiffy set of tech specs, Rainbow Cotton's core gameplay is so flawed that it leaves the overall experience unsalvageable.;
Resident Evil: Survivor Review;4.1;Poor; There's no real reward to playing Survivor, and the Resident Evil universe would be better off without it.;
Stephen King's F13 Review;2.6;Terrible; Even rabid King fans and completists will be disappointed with F13.;
Final Fantasy VIII Review;6.7;Fair; Final Fantasy VIII for the PC is a completely inadequate conversion of the attractive yet problematic console role-playing game.;
Ballistic Review;5.6;Mediocre; Ballistic is a simple and fun game with a fairly innovative puzzle mechanic that's at least good for a while.;
NCAA March Madness 2000 Review;8.9;Great; The game controls well, looks good, and, most importantly, it's a whole lot of fun.;
Street Fighter Alpha Review;8.2;Great; Street Fighter Alpha stands alone as the best fighting game to ever hit the Game Boy.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Star Wars Episode I Racer Review;6.9;Fair; Racer for the Game Boy Color is a fun little game.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Resident Evil 2 Review;7.9;Good; It's a great game to own, but this version is not an essential purchase.;
South Park Rally Review;3.3;Bad; Its gameplay is so flawed and so unenjoyable that the end result actually seems like a practical joke at the buyer's expense.;
Hangsim Review;5.5;Mediocre; In the end it only proves that some real-life experiences just don't make for very good simulations.;
K-1 Grand Prix Review;3.1;Bad; K-1 Grand Prix is for the most part the same as the original.;
Tetris DX Review;9;Superb; Tetris has been often called the greatest game ever created, and the Game Boy version is the best version of Russia's greatest export.;
Mario Golf Review;7.2;Good; Mario Golf is an excellent adaptation of the N64 title, and it's a Game Boy experience that stands well on its own.;
Wario Land II DX Review;8.9;Great; Wario Land II DX is one of the best 2D platformers to come out of Nintendo in years.;
WWF Attitude Review;6.1;Fair; It's better than the wrestling games to come before it, but WWF Attitude still doesn't quite get the job done.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Top Gear Pocket Review;5.3;Mediocre; Top Gear Pocket feels like a Sunday drive.;
Bust a Move 4 Review;7;Good; It is, however, exactly what most puzzle fans are looking for: a fun, value-packed addictive experience that looks as good as perhaps a puzzle game can or should.;
Aero Star Review;4.3;Poor; Aero Star adds a slightly new skew to the top-down blaster concept.;
Frogger Review;7.3;Good; Frogger is one of those gaming archetypes that has remained basically unaltered since it made its coin-op debut.;
Antz Review;6.9;Fair; Antz on the GBC is another platform game that will amuse those who find the genre enjoyable in small scale 8-bit.;
FIFA '98 - Road to the World Cup Review;6.8;Fair; This is a great conversion of the 16- and 32-bit franchise of the same name.;
Checkmate (Import) Review;7.3;Good; This is one for serious chess heads who don't mind concentrating for hours on end.;
Magical Drop F (Import) Review;7.5;Good; You really can't go wrong with a Magical Drop game if you like competitive puzzlers, and the quest mode is an extremely original idea for a puzzle game.;
R-Type DX Review;8.6;Great; R-Type DX is one of the best shooters you can get for any machine, and the GBC version does the series proud.;
Rugrats: The Movie Review;7.3;Good; Rugrats: The Movie for the Game Boy is the only way you can relive the surprise hit without buying a VCR;
Shadowgate Classic Review;5.8;Mediocre; Shadowgate Classic has is that it has not improved with age, and newcomers will fail to see the original charm hidden under the unintuitive gameplay.;
Super Mario DX Review;9.9;Superb;" It looks like we finally have the ""killer app"" for the Game Boy Color.";
Pokemon Yellow Review;8.9;Great; Yellow is just a stopgap to help us wait for the real sequels.;
Smurf's Nightmare Review;6;Fair; There are inevitably going to be a dozen or so average platformers in your Game Boy collection, one of them might as well be this.;
Spy vs. Spy Review;7.6;Good; Spy Vs. Spy is a fast-paced, comedic strategy title especially suited for the more vindictive of players.;
Pac-Man Review;4.9;Poor; Is Pac-Man a classic? Definitely. But this version seems more like a marketing tool than a viable game.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Harvest Moon (GB) Review;7.4;Good; Harvest Moon is a relaxing and rewarding simulation of the simple life on the farm, combining all the things that made games like Tamagotchi and Pokemon such addictive hits and ...;
Mortal Kombat 4 Review;3.5;Bad; People looking for portable fighting-game action would do well to wait for Street Fighter Alpha, a much more responsive fighting game.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Legend of Zelda: DX Review;8.7;Great; We can't urge you enough to play this game.;
Men in Black: The Series Review;4.3;Poor; The Men In Black franchise had such an opportunity to be a good video game - wild alien characters, cool weapons, stylish black suits - but what we have here ...;
Puzzle Link Review;7.3;Good; Puzzle Link is a very good, original puzzle game that will take many people by surprise.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Pokemon Pinball Review;8.7;Great; Pokemon Pinball manages the impossible by being more than a shameless cash-in on the Pokemon phenomenon.;
SNK vs. Capcom: Match of the Millennium Review;9.4;Superb; The two giants of the 2D fighting-game industry joining forces to create, perhaps, the most highly anticipated fighter ever.;
Samurai Shodown 2 Review;6.9;Fair; Putting four-button fighting games on a portable system that only has two buttons is never an easy task.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Pocket Tennis Color Review;6;Fair; Pocket Tennis Color is a good little tennis game.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Neo Turf Masters Review;7.2;Good; Neo Turf Masters follows in the footsteps of games like Mario Golf and Hot Shots Golf, and delivers a similarly fun golf experience.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Puyo Pop Review;8.7;Great; Puyo Pop is a must-own Neo Geo Pocket title. Period.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
NBA Jam 99 Review;7;Good; NBA Jam 99 on the Game Boy Color takes the series back to the two-on-two arcade action that it is famous for.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Pokemon Blue Review;8.8;Great; Pokemon Blue is an excellent RPG for players of all experience levels.;
Neo Geo Cup '98 Plus Color Review;4.5;Poor; Soccer games have come a long way over the past 15 years, and its these advancements that make Neo Geo Cup '98 Plus Color seem silly by comparison.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Fatal Fury: First Contact Review;7;Good; The game tries hard to play like Real Bout 2, and it pulls it off pretty well.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Crush Roller Review;5.9;Mediocre; Crush Roller isn't a bad game, but it doesn't go out of its way to be super-interesting, either.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Neo Cherry Master Color Review;3.1;Bad; If you're really - and I mean really into slot machines, this little time waster may be just the thing for elevator rides, traffic jams, or waiting in line to ...;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Neo Mystery Bonus Review;3.1;Bad; Looking for a game that you can play with one hand?;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Neo Dragon's Wild Review;4.7;Poor; Neo Dragon's Wild is a good little cart to keep around.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
King of Fighters R-2 Review;8.2;Great; Definitely one of the must-own Neo Geo Pocket Color titles.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Bust a Move Pocket Review;6.6;Fair; The Neo Geo Pocket Color does a very good job of rendering the Bust A Move playfield, characters, and bubbles, which appear in vibrant, easy-to-distingush colors.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Crazy Taxi Review;8.7;Great; The game has the same kind of universal appeal and pick-up-and-play mentality that made Tony Hawk's Pro Skater a hit on the PlayStation. As such, it's a must-buy for any ...;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Metal Slug: First Mission Review;8;Great; Metal Slug was one of the surprising series to come out on the Neo Geo.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Mario Party 2 Review;7.8;Good; The greatest betterment is that since you won't get sick of the minigames as you did with the original, there's much more replay value in Mario Party 2, and replay ...;
LEGO Rock Raiders Review;6.1;Fair; Despite its good looks and sounds, LEGO Rock Raiders is often frustrating and at times downright boring to play.;
Legacy of Kain: Soul Reaver Review;9;Superb; Soul Reaver is a deep game possessed of myriad impressive little touches.;
Mortyr 2093 - 1944 Review;3;Bad; It's boring, it's unoriginal, and it doesn't even live up to the eight-year-old game it's attempting to copy.;
Baseball Stars Color Review;7.2;Good; Baseball Stars Color is portable baseball at its finest.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Road Rash: Jailbreak Review;7.7;Good; Road Rash: Jailbreak puts the fun back into the Road Rash series, reemphasizing the fighting while still maintaining a good racing experience.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
F/A-18  Review;8.8;Great; Jane's F/A-18 succeeds in being a superb flight simulator without being truly exceptional in any specific area.;
Dark Arms Review;7;Good; Dark Arms is a neat little RPG with gothic overtones.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Worms Armageddon Review;7.7;Good; Worms Armageddon is not only the best Worms game, it's also an incredible multiplayer experience.;
Sword of the Berserk: Guts' Rage Review;7.8;Good; Sword of the Berserk is the best Final Fight-type game to appear in ages.;
Bio Motor Unitron Review;8.5;Great; Bio Motor Unitron serves as the Neo Geo Pocket's answer to games like Pokemon and Monster Rancher.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Silhouette Mirage Review;4.6;Poor; Those interested in playing Silhouette Mirage should look in their favorite importer's bargain bins, as what was once a perfectly fun game is now an unrewarding chore overwrought with tedium.;
vib-ribbon (Import) Review;7;Good;" It's very easy to dismiss it as ""yet another weird Japanese music game,"" but in some ways, it comes across as a work of art, designed in an extremely deliberate ...";Jeff Gerstmann has been professionally covering the video game industry since 1994.
Dragon Valor Review;5.6;Mediocre; The branching family tree adds a measure of replay value, but the game is average enough that few will want to play it through more than once.;
Battlezone II: Combat Commander Review;6.6;Fair; The designers have neutralized the fast pacing and complex mechanics that made the first game so much fun.;
Street Fighter EX2 Plus Review;7.6;Good; While EX2 Plus adds a few features and some new characters to the mix, it doesn't really have the overall flair that made the first game stand out.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Virtual On: Oratorio Tangram (Import) Review;7;Good; Keep in mind that if this review were based on time spent with the standard Dreamcast controller alone, the score would go down by at least three full points. If ...;
Tech Romancer Review;8.6;Great; A game that carries the level of polish, playability, and fun that Tech Romancer does deserves to see a handful of sequels, each building on the mythos established here.;
Wall Street Trader 2000 Review;7.1;Good; The developers made a very impressive attempt to make a financial simulator that's worthy of being called a game.;
Tee Off Review;7.1;Good; Golf fans with a DC hooked up to their television will surely have a good time with the game, even though it isn't quite as compelling as similar games appearing ...;Jeff Gerstmann has been professionally covering the video game industry since 1994.
South Park: Chef's Luv Shack Review;4;Poor; Its lame minigames, lack of varied speech, and generally slow pace make for short-lived fun at best.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Silent Bomber Review;8.2;Great; While the two-player mode could use some help and is more of a throwaway feature, the single-player mode is worth every penny.;
Full Strength Strongman Competition Review;2.3;Terrible; Even if you think this stuff is fun the first time around, there's no way any event in the game can hold its appeal for more than a few go-rounds.;
South Park Rally Review;3.9;Bad; South Park fans may want to rent this game, but it's far too limited to consider for purchase.;
Koudelka Review;6.7;Fair; Overall, Koudelka falls short of expectations in the gameplay department, but the beautiful CG work in the game's movies definitely makes the experience a memorable one.;
Jackie Chan's Stuntmaster Review;6.7;Fair; Jackie Chan's Stuntmaster is a solid game, but from a technological standpoint, it's a bit behind the pack.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Tomba! 2 Review;8.4;Great; Fans of the original game are in for a treat, but not enough has changed to make the game attractive to those who didn't click with the original.;
Bassmasters 2000 Review;7.9;Good; This game will definitely please any angler, whether a real-life bass-fishing expert or a beginner looking for some practice.;
Parasite Eve II Review;7.3;Good; Parasite Eve II is a consistently good-looking action-adventure game that adopts its predecessor's cinematic style to an even more impressive effect.;
Broken Sword II Review;6.9;Fair; Broken Sword II is a wonderful throwback to the classic Sierra-style adventure game and is a great adventure for fans of the style.;
Virtual Pool Hall Review;8.2;Great; It's basically just Virtual Pool 2 with a handful of enhancements.;
MindRover: The Europa Project Review;8;Great; It's an innovative strategy game with puzzle elements that puts the task of artificial-intelligence programming in your hands.;
Tenchu: Shinobi Hyakusen (Import) Review;5.5;Mediocre; It's simply a collection of levels with no coherent connection to each other, delivering little sense of progress as you work your way through.;
Chrono Cross Review;10;Essential; Chrono Cross may not have had the largest budget, but it has the largest heart.;
Shanghai: Second Dynasty Review;7.1;Good; Second Dynasty's colorful graphics, soothing music, and encompassing array of both mah-jongg and shanghai variants are reason enough to recommend it.;
Tales of the Sunrise Heroes (Import) Review;4.6;Poor; Do yourself a favor and buy an art book instead.;
Bangai-O Review;8.5;Great; Dreamcast owners craving a genuinely compelling gameplay experience would do well to check out Bangai-O.;
Descent 3 Mercenary Review;6;Fair; Its few good points are overshadowed by its generally bland level design and a lack of new features.;
Tiger Woods PGA Tour 2000 Review;5.5;Mediocre; Even Tiger Woods himself can't save Tiger Woods PGA Tour 2000 from being a game so bland that even the most immobile of golf fans will rather dust off their ...;
Hoyle Word Games Review;7.5;Good; The success of Hoyle Word Games is in its simplicity.;
Wild Wild West: The Steel Assassin Review;5.1;Mediocre; Considering how bad movie-licensed games have been in the past, Wild Wild West could have been a lot worse.;
